,line,line_nostop,line_stemmed,line_length,word_count,tagged_line,verb_percentage,adj_percentage,stopword_percentage,punctuation_percentage,number_percentage,proper_noun_percentage,symbol_count,list_markers_count,determiners_count,name_count,line_length_trans,word_count_trans,verb_percentage_trans,adj_percentage_trans,stopword_percentage_trans,punctuation_percentage_trans,number_percentage_trans,proper_noun_percentage_trans,company_count
537,each line should be a phrase rather than a full sentence.] ,"['line', 'phrase', 'rather', 'full', 'sentence', '']","['line', 'phrase', 'rather', 'full', 'sentence', '']",48,12,"[('each', 'DT'), ('line', 'NN'), ('should', 'MD'), ('be', 'VB'), ('a', 'DT'), ('phrase', 'NN'), ('rather', 'RB'), ('than', 'IN'), ('a', 'DT'), ('full', 'JJ'), ('sentence', 'NN'), ('.', '.'), (']', 'NN')]",7.7,7.7,12.5,4.2,0.0,0.0,0.0,0.0,23.1,0,2.168943542395397,2.2894284851066637,2.7748873851023217,2.7748873851023217,3.5355339059327378,2.04939015319192,0.0,0.0,1
538,"City, State (or Remote) ","['city', 'state', 'remote', '']","['city', 'state', 'remote', '']",20,5,"[('City', 'NNP'), (',', ','), ('State', 'NNP'), ('(', '('), ('or', 'CC'), ('Remote', 'NNP'), (')', ')')]",0.0,0.0,5.0,15.0,0.0,42.9,0.0,0.0,0.0,0,1.8205642030260802,1.7099759466766968,0.0,0.0,2.23606797749979,3.872983346207417,0.0,42.9,0
539,"City, State ","['city', 'state', '']","['city', 'state', '']",10,3,"[('City', 'NNP'), (',', ','), ('State', 'NNP')]",0.0,0.0,0.0,10.0,0.0,66.7,0.0,0.0,0.0,0,1.5848931924611136,1.4422495703074083,0.0,0.0,0.0,3.1622776601683795,0.0,66.7,0
540,Month Year – Month Year ,"['month', 'year', 'month', 'year', '']","['month', 'year', 'month', 'year', '']",19,5,"[('Month', 'JJ'), ('Year', 'NNP'), ('–', 'NNP'), ('Month', 'NNP'), ('Year', 'NN')]",0.0,20.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0,1.8019831273171423,1.7099759466766968,0.0,4.47213595499958,0.0,0.0,0.0,60.0,0
541,"City, State ","['city', 'state', '']","['city', 'state', '']",10,3,"[('City', 'NNP'), (',', ','), ('State', 'NNP')]",0.0,0.0,0.0,10.0,0.0,66.7,0.0,0.0,0.0,0,1.5848931924611136,1.4422495703074083,0.0,0.0,0.0,3.1622776601683795,0.0,66.7,0
542,ORGANIZATION ,"['organization', '']","['organization', '']",12,2,"[('ORGANIZATION', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6437518295172258,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,0.0,0
543,Month Year – Month Year ,"['month', 'year', 'month', 'year', '']","['month', 'year', 'month', 'year', '']",19,5,"[('Month', 'JJ'), ('Year', 'NNP'), ('–', 'NNP'), ('Month', 'NNP'), ('Year', 'NN')]",0.0,20.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0,1.8019831273171423,1.7099759466766968,0.0,4.47213595499958,0.0,0.0,0.0,60.0,0
544,Position Title ,"['position', 'title', '']","['position', 'title', '']",13,3,"[('Position', 'NN'), ('Title', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6702776523348104,1.4422495703074083,0.0,0.0,0.0,0.0,0.0,0.0,0
545,"With your next-most recent position, describe your experience, skills, and resulting outcomes in bullet or paragraph form. ","['nextmost', 'recent', 'position', 'describe', 'experience', 'skills', 'resulting', 'outcomes', 'bullet', 'paragraph', 'form', '']","['nextmost', 'recent', 'position', 'describe', 'experience', 'skills', 'resulting', 'outcomes', 'bullet', 'paragraph', 'form', '']",106,18,"[('With', 'IN'), ('your', 'PRP$'), ('next-most', 'JJ'), ('recent', 'JJ'), ('position', 'NN'), (',', ','), ('describe', 'VB'), ('your', 'PRP$'), ('experience', 'NN'), (',', ','), ('skills', 'NNS'), (',', ','), ('and', 'CC'), ('resulting', 'VBG'), ('outcomes', 'NNS'), ('in', 'IN'), ('bullet', 'NN'), ('or', 'CC'), ('paragraph', 'NN'), ('form', 'NN'), ('.', '.')]",9.5,9.5,4.7,4.7,0.0,0.0,0.0,0.0,0.0,0,2.5413306424150433,2.6207413942088964,3.082207001484488,3.082207001484488,2.16794833886788,2.16794833886788,0.0,0.0,0
546,"[Note: Begin each line with an action verb and include details that will help the reader understand your accomplishments, ","['note', 'begin', 'line', 'action', 'verb', 'include', 'details', 'help', 'reader', 'understand', 'accomplishments', '']","['note', 'begin', 'line', 'action', 'verb', 'include', 'details', 'help', 'reader', 'understand', 'accomplishments', '']",103,20,"[('[', 'JJ'), ('Note', 'NN'), (':', ':'), ('Begin', 'VB'), ('each', 'DT'), ('line', 'NN'), ('with', 'IN'), ('an', 'DT'), ('action', 'NN'), ('verb', 'NN'), ('and', 'CC'), ('include', 'VBP'), ('details', 'NNS'), ('that', 'WDT'), ('will', 'MD'), ('help', 'VB'), ('the', 'DT'), ('reader', 'NN'), ('understand', 'VB'), ('your', 'PRP$'), ('accomplishments', 'NNS'), (',', ',')]",13.600000000000001,4.5,7.8,2.9000000000000004,0.0,0.0,0.0,0.0,13.600000000000001,0,2.5267800828390694,2.7144176165949063,3.687817782917155,2.1213203435596424,2.792848008753788,1.7029386365926402,0.0,0.0,1
547,"skills, knowledge, abilities, or achievements. Quantify where possible. Do not use personal pronouns; each line should be ","['skills', 'knowledge', 'abilities', 'achievements', 'quantify', 'possible', 'use', 'personal', 'pronouns', 'line', '']","['skills', 'knowledge', 'abilities', 'achievements', 'quantify', 'possible', 'use', 'personal', 'pronouns', 'line', '']",105,18,"[('skills', 'NNS'), (',', ','), ('knowledge', 'NN'), (',', ','), ('abilities', 'NNS'), (',', ','), ('or', 'CC'), ('achievements', 'NNS'), ('.', '.'), ('Quantify', 'VB'), ('where', 'WRB'), ('possible', 'JJ'), ('.', '.'), ('Do', 'VB'), ('not', 'RB'), ('use', 'VB'), ('personal', 'JJ'), ('pronouns', 'NNS'), (';', ':'), ('each', 'DT'), ('line', 'NN'), ('should', 'MD'), ('be', 'VB')]",17.4,8.7,5.7,5.7,0.0,0.0,0.0,0.0,4.3,1,2.536517481635736,2.6207413942088964,4.171330722922842,2.949576240750525,2.3874672772626644,2.3874672772626644,0.0,0.0,1
548,a phrase rather than a full sentence. Avoiding the use of articles can make your descriptions flow more smoothly.] ,"['phrase', 'rather', 'full', 'sentence', 'avoiding', 'use', 'articles', 'make', 'descriptions', 'flow', 'smoothly', '']","['phrase', 'rather', 'full', 'sentence', 'avoiding', 'use', 'articles', 'make', 'descriptions', 'flow', 'smoothly', '']",96,20,"[('a', 'DT'), ('phrase', 'NN'), ('rather', 'RB'), ('than', 'IN'), ('a', 'DT'), ('full', 'JJ'), ('sentence', 'NN'), ('.', '.'), ('Avoiding', 'VBG'), ('the', 'DT'), ('use', 'NN'), ('of', 'IN'), ('articles', 'NNS'), ('can', 'MD'), ('make', 'VB'), ('your', 'PRP$'), ('descriptions', 'NNS'), ('flow', 'VBP'), ('more', 'JJR'), ('smoothly', 'JJ'), ('.', '.'), (']', 'NN')]",9.1,13.600000000000001,8.3,3.1,0.0,0.0,0.0,0.0,13.600000000000001,0,2.491461879231035,2.7144176165949063,3.0166206257996713,3.687817782917155,2.8809720581775866,1.760681686165901,0.0,0.0,0
549,"City, State ","['city', 'state', '']","['city', 'state', '']",10,3,"[('City', 'NNP'), (',', ','), ('State', 'NNP')]",0.0,0.0,0.0,10.0,0.0,66.7,0.0,0.0,0.0,0,1.5848931924611136,1.4422495703074083,0.0,0.0,0.0,3.1622776601683795,0.0,66.7,0
550,ORGANIZATION ,"['organization', '']","['organization', '']",12,2,"[('ORGANIZATION', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6437518295172258,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,0.0,0
551,Month Year – Month Year ,"['month', 'year', 'month', 'year', '']","['month', 'year', 'month', 'year', '']",19,5,"[('Month', 'JJ'), ('Year', 'NNP'), ('–', 'NNP'), ('Month', 'NNP'), ('Year', 'NN')]",0.0,20.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0,1.8019831273171423,1.7099759466766968,0.0,4.47213595499958,0.0,0.0,0.0,60.0,0
552,Role ,"['role', '']","['role', '']",4,2,"[('Role', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3195079107728942,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,0.0,0
553,"[Note: This section can be formatted similarly to the Experience section, or you can omit descriptions for activities. If this ","['note', 'section', 'formatted', 'similarly', 'experience', 'section', 'omit', 'descriptions', 'activities', '']","['note', 'section', 'formatted', 'similarly', 'experience', 'section', 'omit', 'descriptions', 'activities', '']",107,21,"[('[', 'JJ'), ('Note', 'NN'), (':', ':'), ('This', 'DT'), ('section', 'NN'), ('can', 'MD'), ('be', 'VB'), ('formatted', 'VBN'), ('similarly', 'RB'), ('to', 'TO'), ('the', 'DT'), ('Experience', 'NNP'), ('section', 'NN'), (',', ','), ('or', 'CC'), ('you', 'PRP'), ('can', 'MD'), ('omit', 'VB'), ('descriptions', 'NNS'), ('for', 'IN'), ('activities', 'NNS'), ('.', '.'), ('If', 'IN'), ('this', 'DT')]",12.5,4.2,8.4,3.6999999999999997,0.0,4.2,0.0,0.0,12.5,0,2.5461076134379654,2.7589241763811203,3.5355339059327378,2.04939015319192,2.898275349237888,1.9235384061671343,0.0,4.2,0
554,"section is more relevant to the opportunity you are applying for, consider moving this above your Experience section.] ","['section', 'relevant', 'opportunity', 'applying', 'consider', 'moving', 'experience', 'section', '']","['section', 'relevant', 'opportunity', 'applying', 'consider', 'moving', 'experience', 'section', '']",101,19,"[('section', 'NN'), ('is', 'VBZ'), ('more', 'RBR'), ('relevant', 'JJ'), ('to', 'TO'), ('the', 'DT'), ('opportunity', 'NN'), ('you', 'PRP'), ('are', 'VBP'), ('applying', 'VBG'), ('for', 'IN'), (',', ','), ('consider', 'VB'), ('moving', 'VBG'), ('this', 'DT'), ('above', 'IN'), ('your', 'PRP$'), ('Experience', 'NN'), ('section', 'NN'), ('.', '.'), (']', 'NN')]",14.299999999999999,4.8,9.9,3.0,0.0,0.0,0.0,0.0,9.5,0,2.5168902290140656,2.668401648721945,3.7815340802378072,2.1908902300206643,3.146426544510455,1.7320508075688772,0.0,0.0,0
555,Leadership & Activities ,"['leadership', 'activities', '']","['leadership', 'activities', '']",21,3,"[('Leadership', 'NNP'), ('&', 'CC'), ('Activities', 'NNP')]",0.0,0.0,0.0,4.8,0.0,66.7,0.0,0.0,0.0,0,1.838416287252544,1.4422495703074083,0.0,0.0,0.0,2.1908902300206643,0.0,66.7,0
556,"City, State ","['city', 'state', '']","['city', 'state', '']",10,3,"[('City', 'NNP'), (',', ','), ('State', 'NNP')]",0.0,0.0,0.0,10.0,0.0,66.7,0.0,0.0,0.0,0,1.5848931924611136,1.4422495703074083,0.0,0.0,0.0,3.1622776601683795,0.0,66.7,0
557,ORGANIZATION ,"['organization', '']","['organization', '']",12,2,"[('ORGANIZATION', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6437518295172258,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,0.0,0
558,Month Year – Month Year ,"['month', 'year', 'month', 'year', '']","['month', 'year', 'month', 'year', '']",19,5,"[('Month', 'JJ'), ('Year', 'NNP'), ('–', 'NNP'), ('Month', 'NNP'), ('Year', 'NN')]",0.0,20.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0,1.8019831273171423,1.7099759466766968,0.0,4.47213595499958,0.0,0.0,0.0,60.0,0
559,Role ,"['role', '']","['role', '']",4,2,"[('Role', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3195079107728942,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,0.0,0
560,"[Note: This section can be formatted similarly to the Experience section, or you can omit descriptions for activities. If this ","['note', 'section', 'formatted', 'similarly', 'experience', 'section', 'omit', 'descriptions', 'activities', '']","['note', 'section', 'formatted', 'similarly', 'experience', 'section', 'omit', 'descriptions', 'activities', '']",107,21,"[('[', 'JJ'), ('Note', 'NN'), (':', ':'), ('This', 'DT'), ('section', 'NN'), ('can', 'MD'), ('be', 'VB'), ('formatted', 'VBN'), ('similarly', 'RB'), ('to', 'TO'), ('the', 'DT'), ('Experience', 'NNP'), ('section', 'NN'), (',', ','), ('or', 'CC'), ('you', 'PRP'), ('can', 'MD'), ('omit', 'VB'), ('descriptions', 'NNS'), ('for', 'IN'), ('activities', 'NNS'), ('.', '.'), ('If', 'IN'), ('this', 'DT')]",12.5,4.2,8.4,3.6999999999999997,0.0,4.2,0.0,0.0,12.5,0,2.5461076134379654,2.7589241763811203,3.5355339059327378,2.04939015319192,2.898275349237888,1.9235384061671343,0.0,4.2,0
561,"section is more relevant to the opportunity you are applying for, consider moving this above your Experience section.] ","['section', 'relevant', 'opportunity', 'applying', 'consider', 'moving', 'experience', 'section', '']","['section', 'relevant', 'opportunity', 'applying', 'consider', 'moving', 'experience', 'section', '']",101,19,"[('section', 'NN'), ('is', 'VBZ'), ('more', 'RBR'), ('relevant', 'JJ'), ('to', 'TO'), ('the', 'DT'), ('opportunity', 'NN'), ('you', 'PRP'), ('are', 'VBP'), ('applying', 'VBG'), ('for', 'IN'), (',', ','), ('consider', 'VB'), ('moving', 'VBG'), ('this', 'DT'), ('above', 'IN'), ('your', 'PRP$'), ('Experience', 'NN'), ('section', 'NN'), ('.', '.'), (']', 'NN')]",14.299999999999999,4.8,9.9,3.0,0.0,0.0,0.0,0.0,9.5,0,2.5168902290140656,2.668401648721945,3.7815340802378072,2.1908902300206643,3.146426544510455,1.7320508075688772,0.0,0.0,0
562,Skills & Interests [Note: Optional] ,"['skills', 'interests', 'note', 'optional', '']","['skills', 'interests', 'note', 'optional', '']",31,5,"[('Skills', 'NNP'), ('&', 'CC'), ('Interests', 'NNP'), ('[', 'NNP'), ('Note', 'NN'), (':', ':'), ('Optional', 'JJ'), (']', 'NN')]",0.0,12.5,0.0,12.9,0.0,37.5,0.0,0.0,0.0,0,1.9873407546644581,1.7099759466766968,0.0,3.5355339059327378,0.0,3.591656999213594,0.0,37.5,0
563,Technical: List computer software and programming languages ,"['technical', 'list', 'computer', 'software', 'programming', 'languages', '']","['technical', 'list', 'computer', 'software', 'programming', 'languages', '']",53,8,"[('Technical', 'JJ'), (':', ':'), ('List', 'NN'), ('computer', 'NN'), ('software', 'NN'), ('and', 'CC'), ('programming', 'NN'), ('languages', 'NNS')]",0.0,12.5,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0,2.2123568222761167,2.0,0.0,3.5355339059327378,1.378404875209022,1.378404875209022,0.0,0.0,0
564,Language: List foreign languages and your level of fluency ,"['language', 'list', 'foreign', 'languages', 'level', 'fluency', '']","['language', 'list', 'foreign', 'languages', 'level', 'fluency', '']",50,10,"[('Language', 'NN'), (':', ':'), ('List', 'JJ'), ('foreign', 'JJ'), ('languages', 'NNS'), ('and', 'CC'), ('your', 'PRP$'), ('level', 'NN'), ('of', 'IN'), ('fluency', 'NN')]",0.0,20.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0,2.1867241478865562,2.154434690031884,0.0,4.47213595499958,2.449489742783178,1.4142135623730951,0.0,0.0,0
565,Laboratory:  List  scientific  /  research  lab  techniques  or  tools  [If Applicable] ,"['laboratory', 'list', 'scientific', 'research', 'lab', 'techniques', 'tools', 'applicable', '']","['laboratory', 'list', 'scientific', 'research', 'lab', 'techniques', 'tools', 'applicable', '']",68,11,"[('Laboratory', 'NN'), (':', ':'), ('List', 'NN'), ('scientific', 'JJ'), ('/', 'NNP'), ('research', 'NN'), ('lab', 'NN'), ('techniques', 'NNS'), ('or', 'CC'), ('tools', 'NNS'), ('[', 'VBP'), ('If', 'IN'), ('Applicable', 'JJ'), (']', 'NN')]",0.0,14.299999999999999,1.5,5.8999999999999995,0.0,7.1,0.0,0.0,0.0,0,2.3254220304389963,2.2239800905693152,0.0,3.7815340802378072,1.224744871391589,2.4289915602982237,0.0,7.1,0
566,Interests: List activities you enjoy that may spark interview conversation ,"['interests', 'list', 'activities', 'enjoy', 'may', 'spark', 'interview', 'conversation', '']","['interests', 'list', 'activities', 'enjoy', 'may', 'spark', 'interview', 'conversation', '']",65,11,"[('Interests', 'NNS'), (':', ':'), ('List', 'NN'), ('activities', 'NNS'), ('you', 'PRP'), ('enjoy', 'VBP'), ('that', 'DT'), ('may', 'MD'), ('spark', 'VB'), ('interview', 'NN'), ('conversation', 'NN')]",9.1,0.0,3.1,1.5,0.0,0.0,0.0,0.0,9.1,1,2.3045316198021406,2.2239800905693152,3.0166206257996713,0.0,1.760681686165901,1.224744871391589,0.0,0.0,0
567,RESUMES  AND  COVER  LETTERS  ,"['', 'resumes', 'cover', 'letters', '']","['', 'resumes', 'cover', 'letters', '']",23,6,"[('RESUMES', 'NNP'), ('AND', 'NNP'), ('COVER', 'NNP'), ('LETTERS', 'NNP')]",0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,1.8721712305548575,1.8171205928321397,0.0,0.0,0.0,0.0,0.0,100.0,0
568,Write an Effective Cover Letter ,"['write', 'effective', 'cover', 'letter', '']","['write', 'effective', 'cover', 'letter', '']",27,6,"[('Write', 'NNP'), ('an', 'DT'), ('Effective', 'NNP'), ('Cover', 'NNP'), ('Letter', 'NNP')]",0.0,0.0,3.6999999999999997,0.0,0.0,80.0,0.0,0.0,20.0,0,1.933182044931763,1.8171205928321397,0.0,0.0,1.9235384061671343,0.0,0.0,80.0,0
569,"Your  cover  letter  is  a  writing  sample  and  a  part  of  the  screening  process.  By  putting  your  best  foot  forward,  you  can  increase  your ","['cover', 'letter', 'writing', 'sample', 'part', 'screening', 'process', 'putting', 'best', 'foot', 'forward', 'increase', '']","['cover', 'letter', 'writing', 'sample', 'part', 'screening', 'process', 'putting', 'best', 'foot', 'forward', 'increase', '']",108,25,"[('Your', 'PRP$'), ('cover', 'NN'), ('letter', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('writing', 'VBG'), ('sample', 'NN'), ('and', 'CC'), ('a', 'DT'), ('part', 'NN'), ('of', 'IN'), ('the', 'DT'), ('screening', 'NN'), ('process', 'NN'), ('.', '.'), ('By', 'IN'), ('putting', 'VBG'), ('your', 'PRP$'), ('best', 'JJS'), ('foot', 'NN'), ('forward', 'RB'), (',', ','), ('you', 'PRP'), ('can', 'MD'), ('increase', 'VB'), ('your', 'PRP$')]",11.5,3.8,9.3,1.9,0.0,0.0,0.0,0.0,11.5,0,2.550849001251582,2.924017738212866,3.391164991562634,1.9493588689617927,3.0495901363953815,1.378404875209022,0.0,0.0,1
570,chances of being interviewed. A good  way  to  create  a  response-producing  cover  letter  is  to  highlight  your  skills  or  experiences ,"['chances', 'interviewed', 'good', 'way', 'create', 'responseproducing', 'cover', 'letter', 'highlight', 'skills', 'experiences', '']","['chances', 'interviewed', 'good', 'way', 'create', 'responseproducing', 'cover', 'letter', 'highlight', 'skills', 'experiences', '']",108,21,"[('chances', 'NNS'), ('of', 'IN'), ('being', 'VBG'), ('interviewed', 'VBN'), ('.', '.'), ('A', 'DT'), ('good', 'JJ'), ('way', 'NN'), ('to', 'TO'), ('create', 'VB'), ('a', 'DT'), ('response-producing', 'JJ'), ('cover', 'NN'), ('letter', 'NN'), ('is', 'VBZ'), ('to', 'TO'), ('highlight', 'VB'), ('your', 'PRP$'), ('skills', 'NNS'), ('or', 'CC'), ('experiences', 'NNS')]",19.0,9.5,7.3999999999999995,1.9,0.0,0.0,0.0,0.0,9.5,0,2.550849001251582,2.7589241763811203,4.358898943540674,3.082207001484488,2.7202941017470885,1.378404875209022,0.0,0.0,0
571,that are most applicable to the job or industry and to tailor the letter to the specific organization to which you’re applying. ,"['applicable', 'job', 'industry', 'tailor', 'letter', 'specific', 'organization', 'applying', '']","['applicable', 'job', 'industry', 'tailor', 'letter', 'specific', 'organization', 'applying', '']",106,24,"[('that', 'DT'), ('are', 'VBP'), ('most', 'RBS'), ('applicable', 'JJ'), ('to', 'TO'), ('the', 'DT'), ('job', 'NN'), ('or', 'CC'), ('industry', 'NN'), ('and', 'CC'), ('to', 'TO'), ('tailor', 'VB'), ('the', 'DT'), ('letter', 'NN'), ('to', 'TO'), ('the', 'DT'), ('specific', 'JJ'), ('organization', 'NN'), ('to', 'TO'), ('which', 'WDT'), ('you', 'PRP'), ('’', 'VBP'), ('re', 'JJ'), ('applying', 'NN'), ('.', '.')]",4.0,12.0,14.2,0.8999999999999999,0.0,0.0,0.0,0.0,16.0,0,2.5413306424150433,2.8844991406148166,2.0,3.4641016151377544,3.7682887362833544,0.9486832980505138,0.0,0.0,0
572,Use complete ,"['use', 'complete', '']","['use', 'complete', '']",11,3,"[('Use', 'NNP'), ('complete', 'JJ')]",0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,1.615394266202178,1.4422495703074083,0.0,7.0710678118654755,0.0,0.0,0.0,50.0,0
573,title and address  ,"['title', 'address', '']","['title', 'address', '']",15,4,"[('title', 'NN'), ('and', 'CC'), ('address', 'NN')]",0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0,1.7187719275874789,1.5874010519681994,0.0,0.0,2.588435821108957,0.0,0.0,0.0,0
574,(street address is  ,"['street', 'address', '']","['street', 'address', '']",16,4,"[('(', '('), ('street', 'NN'), ('address', 'NN'), ('is', 'VBZ')]",0.0,0.0,6.2,6.2,0.0,0.0,0.0,0.0,0.0,0,1.7411011265922482,1.5874010519681994,0.0,0.0,2.4899799195977463,2.4899799195977463,0.0,0.0,0
575,optional if space  ,"['optional', 'space', '']","['optional', 'space', '']",15,4,"[('optional', 'JJ'), ('if', 'IN'), ('space', 'NN')]",0.0,33.300000000000004,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0,1.7187719275874789,1.5874010519681994,0.0,5.770615218501404,2.588435821108957,0.0,0.0,0.0,0
576,is limited). ,"['limited', '']","['limited', '']",11,3,"[('is', 'VBZ'), ('limited', 'VBN'), (')', ')'), ('.', '.')]",25.0,0.0,9.1,18.2,0.0,0.0,0.0,0.0,0.0,0,1.615394266202178,1.4422495703074083,5.0,0.0,3.0166206257996713,4.266145801540309,0.0,0.0,0
577,Address to a ,"['address', '']","['address', '']",10,4,"[('Address', 'NN'), ('to', 'TO'), ('a', 'DT')]",0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,33.300000000000004,0,1.5848931924611136,1.5874010519681994,0.0,0.0,4.47213595499958,0.0,0.0,0.0,0
578,particular person ,"['particular', 'person', '']","['particular', 'person', '']",16,3,"[('particular', 'JJ'), ('person', 'NN')]",0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.7411011265922482,1.4422495703074083,0.0,7.0710678118654755,0.0,0.0,0.0,0.0,0
579,if possible and ,"['possible', '']","['possible', '']",13,4,"[('if', 'IN'), ('possible', 'JJ'), ('and', 'CC')]",0.0,33.300000000000004,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6702776523348104,1.5874010519681994,0.0,5.770615218501404,3.924283374069717,0.0,0.0,0.0,0
580,remember to use ,"['remember', 'use', '']","['remember', 'use', '']",13,4,"[('remember', 'VB'), ('to', 'TO'), ('use', 'VB')]",66.7,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6702776523348104,1.5874010519681994,8.167006795638168,0.0,2.7748873851023217,0.0,0.0,0.0,0
581,a colon. ,"['colon', '']","['colon', '']",7,3,"[('a', 'DT'), ('colon', 'NN'), ('.', '.')]",0.0,0.0,14.299999999999999,14.299999999999999,0.0,0.0,0.0,0.0,33.300000000000004,0,1.4757731615945522,1.4422495703074083,0.0,0.0,3.7815340802378072,3.7815340802378072,0.0,0.0,0
582,Persuade the  ,"['persuade', '']","['persuade', '']",11,3,"[('Persuade', 'VB'), ('the', 'DT')]",50.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,50.0,0,1.615394266202178,1.4422495703074083,7.0710678118654755,0.0,3.0166206257996713,0.0,0.0,0.0,0
583,addressee to read  ,"['addressee', 'read', '']","['addressee', 'read', '']",15,4,"[('addressee', 'NN'), ('to', 'TO'), ('read', 'VB')]",33.300000000000004,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0,1.7187719275874789,1.5874010519681994,5.770615218501404,0.0,2.588435821108957,0.0,0.0,0.0,0
584,your resume. ,"['resume', '']","['resume', '']",11,3,"[('your', 'PRP$'), ('resume', 'NN'), ('.', '.')]",0.0,0.0,9.1,9.1,0.0,0.0,0.0,0.0,0.0,0,1.615394266202178,1.4422495703074083,0.0,0.0,3.0166206257996713,3.0166206257996713,0.0,0.0,0
585,"Be brief, but  ","['brief', '']","['brief', '']",11,4,"[('Be', 'NNP'), ('brief', 'JJ'), (',', ','), ('but', 'CC')]",0.0,25.0,9.1,9.1,0.0,25.0,0.0,0.0,0.0,0,1.615394266202178,1.5874010519681994,0.0,5.0,3.0166206257996713,3.0166206257996713,0.0,25.0,0
586,specific. ,"['specific', '']","['specific', '']",9,2,"[('specific', 'NN'), ('.', '.')]",0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,0.0,0.0,0.0,3.331666249791536,0.0,0.0,0
587,Remind the ,"['remind', '']","['remind', '']",9,3,"[('Remind', 'IN'), ('the', 'DT')]",0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,50.0,0,1.5518455739153598,1.4422495703074083,0.0,0.0,3.331666249791536,0.0,0.0,0.0,0
588,reader of what ,"['reader', '']","['reader', '']",12,4,"[('reader', 'NN'), ('of', 'IN'), ('what', 'WP')]",0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6437518295172258,1.5874010519681994,0.0,0.0,4.08656334834051,0.0,0.0,0.0,0
589,you can do for ,[''],[''],11,5,"[('you', 'PRP'), ('can', 'MD'), ('do', 'VB'), ('for', 'IN')]",25.0,0.0,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0,1.615394266202178,1.7099759466766968,5.0,0.0,6.0332412515993425,0.0,0.0,0.0,0
590,the organization. ,"['organization', '']","['organization', '']",16,3,"[('the', 'DT'), ('organization', 'NN'), ('.', '.')]",0.0,0.0,6.2,6.2,0.0,0.0,0.0,0.0,33.300000000000004,0,1.7411011265922482,1.4422495703074083,0.0,0.0,2.4899799195977463,2.4899799195977463,0.0,0.0,0
591,Date of Letter ,"['date', 'letter', '']","['date', 'letter', '']",12,4,"[('Date', 'NNP'), ('of', 'IN'), ('Letter', 'NNP')]",0.0,0.0,8.3,0.0,0.0,66.7,0.0,0.0,0.0,0,1.6437518295172258,1.5874010519681994,0.0,0.0,2.8809720581775866,0.0,0.0,66.7,0
592,Contact Name ,"['contact', 'name', '']","['contact', 'name', '']",11,3,"[('Contact', 'NN'), ('Name', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.615394266202178,1.4422495703074083,0.0,0.0,0.0,0.0,0.0,0.0,0
593,Contact Title ,"['contact', 'title', '']","['contact', 'title', '']",12,3,"[('Contact', 'NNP'), ('Title', 'NNP')]",0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,1.6437518295172258,1.4422495703074083,0.0,0.0,0.0,0.0,0.0,100.0,0
594,Company Name ,"['company', 'name', '']","['company', 'name', '']",11,3,"[('Company', 'NN'), ('Name', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.615394266202178,1.4422495703074083,0.0,0.0,0.0,0.0,0.0,0.0,0
